Word, deceptive, truthful, negative, positive
dissappointed, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
arrived, 0.0023010909878448255, 0.0015290123616762121, 0.0026145908049700363, 0.0009595443711889064
clerk, 0.0010287230298600396, 0.0004664783476300308, 0.0012031745297207247, 0.00012381217692760083
slow, 0.0005685048322910744, 0.0005442247389017027, 0.0008561049538397464, 0.00015476522115950104
checking, 0.0007309347843742387, 0.0005701402026589265, 0.0009023808972905436, 0.0003095304423190021
feel, 0.0013535829340263678, 0.0011143649415606292, 0.0010180707559175363, 0.0015166991673631102
turtles, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
checked, 0.0016242995208316413, 0.001243942260346749, 0.0018510377380318841, 0.0008666852384932058
faster, 5.414331736105471e-05, 5.183092751444787e-05, 6.941391517619566e-05, 3.0953044231900206e-05
finally, 0.0023281626465253527, 0.0007774639127167181, 0.0025451768897938407, 0.00018571826539140124
floor, 0.0009745797124989848, 0.003265348433410216, 0.0022443832573636594, 0.0020119478750735137
ride, 0.00021657326944421885, 0.00031098556508668725, 0.00027765566070478263, 0.00024762435385520165
forever, 0.0003248599041663283, 0.00010366185502889574, 0.00032393160415557974, 6.190608846380041e-05
first, 0.003113240748260646, 0.00243605359317905, 0.0030773502394780073, 0.0023524313616244156
glance, 0.00010828663472210943, 7.774639127167181e-05, 0.00013882783035239131, 3.0953044231900206e-05
looked, 0.0014347979100679498, 0.0010107030865317336, 0.00175848585113029, 0.0004952487077104033
great, 0.004927041879855979, 0.008681680358670018, 0.002892246465674819, 0.012133593338904881
finger, 8.121497604158207e-05, 5.183092751444787e-05, 4.62759434507971e-05, 9.285913269570062e-05
smudges, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
glass, 0.00018950161076369148, 0.00025915463757223935, 0.00025451768897938407, 0.00018571826539140124
table, 0.00013535829340263677, 0.00033690102884391117, 0.00023137971725398552, 0.00024762435385520165
figured, 0.00021657326944421885, 0.00010366185502889574, 0.0001851037738031884, 0.00012381217692760083
cleanin, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
accidentally, 8.121497604158207e-05, 7.774639127167181e-05, 9.25518869015942e-05, 6.190608846380041e-05
touched, 0.00010828663472210943, 5.183092751444787e-05, 0.00011568985862699276, 3.0953044231900206e-05
chouse, 0.00010828663472210943, 2.5915463757223936e-05, 4.62759434507971e-05, 9.285913269570062e-05
supper, 5.414331736105471e-05, 5.183092751444787e-05, 4.62759434507971e-05, 6.190608846380041e-05
evening, 0.00035193156284685565, 0.00031098556508668725, 0.00032393160415557974, 0.00034048348655090226
wait, 0.001597227862151114, 0.0010625340140461813, 0.0017353478794048913, 0.0007738261057975052
meal, 0.0005143615149300198, 0.0002073237100577915, 0.00023137971725398552, 0.0005262017519423036
good, 0.0024905925986085167, 0.0038354886360691424, 0.0032624540132811957, 0.0030643513789581204
waitress, 8.121497604158207e-05, 7.774639127167181e-05, 0.00011568985862699276, 3.0953044231900206e-05
uptight, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
set, 0.00046021819756896507, 0.0004664783476300308, 0.0006015872648603624, 0.00027857739808710187
wake, 0.00021657326944421885, 0.00010366185502889574, 0.00016196580207778987, 0.00015476522115950104
morning, 0.0012452962993042584, 0.0017104206079767796, 0.0018510377380318841, 0.0009904974154208066
grateful, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
nice, 0.0032215273829827554, 0.0043797133749708455, 0.00303107429602721, 0.004859627944408333
surprisingly, 8.121497604158207e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 6.190608846380041e-05
work, 0.0018408727902758603, 0.0014771814341617644, 0.002013003540109674, 0.0011762156808122078
realized, 0.00016242995208316414, 0.00018140824630056754, 0.00023137971725398552, 9.285913269570062e-05
received, 0.0006497198083326566, 0.0004923938113872547, 0.000671001180036558, 0.0004333426192466029
upset, 0.00010828663472210943, 0.00015549278254334362, 0.00020824174552858696, 3.0953044231900206e-05
know, 0.0010828663472210941, 0.0010884494778034054, 0.0011800365579953261, 0.0009595443711889064
worth, 0.0010287230298600396, 0.0009847876227745095, 0.0009717948124667392, 0.0010524035038846071
stars, 0.00027071658680527354, 0.0002073237100577915, 0.00020824174552858696, 0.00027857739808710187
price, 0.0017867294729148055, 0.0019177443180345712, 0.002174969342187464, 0.0014238400346674096
quality, 0.0010016513711795121, 0.0008552103039883898, 0.001041208727642935, 0.0007738261057975052
ratings, 8.121497604158207e-05, 7.774639127167181e-05, 0.00011568985862699276, 3.0953044231900206e-05
expect, 0.0007850781017352933, 0.0005442247389017027, 0.0009023808972905436, 0.00034048348655090226
better, 0.0023010909878448255, 0.002099152564335139, 0.002776556607047826, 0.0014238400346674096
anniversary, 0.0006497198083326566, 0.00033690102884391117, 0.0005090353779587681, 0.00046429566347850313
location, 0.002192804353122716, 0.005675486562832042, 0.002591452833244638, 0.005819172315597239
doesnt, 0.00018950161076369148, 0.00033690102884391117, 0.00032393160415557974, 0.00018571826539140124
poor, 0.0005414331736105471, 0.0004923938113872547, 0.0008098290103889493, 0.00012381217692760083
customer, 0.001218224640623731, 0.000803379376473942, 0.0012263125014461231, 0.0007119200173337048
rudeness, 0.00010828663472210943, 7.774639127167181e-05, 0.00013882783035239131, 3.0953044231900206e-05
staff, 0.0066866996940902566, 0.006763936040635447, 0.005136629723038478, 0.008852570650323459
cleaning, 0.0006497198083326566, 0.00028507010132946327, 0.0006478632083111595, 0.00021667130962330146
crew, 8.121497604158207e-05, 5.183092751444787e-05, 9.25518869015942e-05, 3.0953044231900206e-05
forgot, 0.00013535829340263677, 0.00012957731878611968, 0.00016196580207778987, 9.285913269570062e-05
vacuum, 0.00010828663472210943, 2.5915463757223936e-05, 9.25518869015942e-05, 3.0953044231900206e-05
hair, 0.00046021819756896507, 0.00018140824630056754, 0.0004858974062333696, 9.285913269570062e-05
carpet, 0.0006497198083326566, 0.0004923938113872547, 0.0009255188690159421, 9.285913269570062e-05
spent, 0.0007850781017352933, 0.0005442247389017027, 0.0007172771234873551, 0.0005881078404061039
money, 0.001380654592706895, 0.0009070412315028378, 0.001712209907679493, 0.0003714365307828025
hoping, 0.0002977882454858009, 0.00010366185502889574, 0.00032393160415557974, 3.0953044231900206e-05
luxury, 0.0014347979100679498, 0.00012957731878611968, 0.0006247252365857609, 0.0009595443711889064
left, 0.0014889412274290046, 0.001218026796589525, 0.0017353478794048913, 0.0008357321942613056
unsatisfied, 8.121497604158207e-05, 2.5915463757223936e-05, 6.941391517619566e-05, 3.0953044231900206e-05
high, 0.0012452962993042584, 0.0009588721590172856, 0.0011106226428191305, 0.0010833565481165072
magnificent, 0.00046021819756896507, 0.0007256329852022702, 0.00023137971725398552, 0.0010833565481165072
mile, 0.0005414331736105471, 0.0010366185502889574, 0.0003007936324301812, 0.0014547930788993098
option, 0.0002436449281247462, 0.00018140824630056754, 0.0001851037738031884, 0.00024762435385520165
central, 0.00010828663472210943, 0.00015549278254334362, 0.00011568985862699276, 0.00015476522115950104
convenient, 0.00037900322152738296, 0.000414647420115583, 0.00016196580207778987, 0.0007119200173337048
hike, 5.414331736105471e-05, 5.183092751444787e-05, 6.941391517619566e-05, 3.0953044231900206e-05
navy, 0.00040607488020791033, 0.0008811257677456138, 0.0001851037738031884, 0.0012690748135079084
pier, 0.00040607488020791033, 0.0008811257677456138, 0.00020824174552858696, 0.0012381217692760084
claims, 0.00018950161076369148, 2.5915463757223936e-05, 0.00016196580207778987, 3.0953044231900206e-05
official, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
shops, 0.00013535829340263677, 0.0002073237100577915, 9.25518869015942e-05, 0.00027857739808710187
small, 0.0010016513711795121, 0.001995490709306243, 0.0018741757097572827, 0.0010214504596527069
rooms, 0.005657976664230217, 0.005157177287687563, 0.004419352599551124, 0.006716810598322345
miniscule, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
comparison, 5.414331736105471e-05, 5.183092751444787e-05, 4.62759434507971e-05, 6.190608846380041e-05
other, 0.002192804353122716, 0.0031876020421385443, 0.0031236261829288045, 0.0021357600520011144
area, 0.0023010909878448255, 0.0020473216368206907, 0.0014114162752493116, 0.0031881635558857215
thirdly, 5.414331736105471e-05, 5.183092751444787e-05, 6.941391517619566e-05, 3.0953044231900206e-05
restaurant, 0.0016513711795121688, 0.0018140824630056755, 0.0011106226428191305, 0.0025691026712477173
lounge, 0.0003248599041663283, 0.00018140824630056754, 0.00011568985862699276, 0.0004333426192466029
offer, 0.000839221419096348, 0.0006738020576878223, 0.000879242925565145, 0.0005881078404061039
same, 0.00027071658680527354, 0.0010366185502889574, 0.0009023808972905436, 0.00034048348655090226
menu, 0.0004331465388884377, 0.00025915463757223935, 0.00027765566070478263, 0.0004333426192466029
bit, 0.0007309347843742387, 0.0013994350428900926, 0.0009949327841921377, 0.0011762156808122078
bizarre, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
rude, 0.0015430845447900593, 0.0008811257677456138, 0.002059279483560471, 6.190608846380041e-05
staffs, 8.121497604158207e-05, 5.183092751444787e-05, 4.62759434507971e-05, 9.285913269570062e-05
witnessed, 5.414331736105471e-05, 5.183092751444787e-05, 6.941391517619566e-05, 3.0953044231900206e-05
courtesy, 8.121497604158207e-05, 7.774639127167181e-05, 4.62759434507971e-05, 0.00012381217692760083
outrageous, 0.00013535829340263677, 5.183092751444787e-05, 0.00013882783035239131, 3.0953044231900206e-05
prices, 0.0005955764909716018, 0.00012957731878611968, 0.0004164834910571739, 0.00027857739808710187
ready, 0.0010016513711795121, 0.0005960556664161505, 0.001087484671093732, 0.0004023895750147027
attitude, 0.0002977882454858009, 0.0002073237100577915, 0.00039334551933177536, 6.190608846380041e-05
snobbery, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
will, 0.0046563252930507055, 0.003990981418612486, 0.004049145051944747, 0.004673909679016932
greet, 8.121497604158207e-05, 7.774639127167181e-05, 9.25518869015942e-05, 6.190608846380041e-05
returned, 0.0002436449281247462, 0.0005960556664161505, 0.0004164834910571739, 0.0004333426192466029
weekend, 0.002138661035761661, 0.0013994350428900926, 0.0017353478794048913, 0.001795276565450212
wife, 0.0018408727902758603, 0.0011143649415606292, 0.001295726416622319, 0.0017024174327545114
begin, 0.00013535829340263677, 0.00010366185502889574, 0.00016196580207778987, 6.190608846380041e-05
awful, 0.0002977882454858009, 0.0002073237100577915, 0.00039334551933177536, 6.190608846380041e-05
thursday, 8.121497604158207e-05, 0.00012957731878611968, 6.941391517619566e-05, 0.00015476522115950104
checkin, 0.0006497198083326566, 0.0009588721590172856, 0.0009255188690159421, 0.0006500139288699043
inside, 0.0005143615149300198, 0.00033690102884391117, 0.0004858974062333696, 0.00034048348655090226
smelled, 0.0011099380059016216, 0.00031098556508668725, 0.0011106226428191305, 0.00015476522115950104
ash, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
tray, 5.414331736105471e-05, 5.183092751444787e-05, 6.941391517619566e-05, 3.0953044231900206e-05
someone, 0.0010557946885405669, 0.0006478865939305984, 0.001388278303523913, 0.00012381217692760083
deactivated, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
detectors, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
smoking, 0.0005143615149300198, 0.00038873195635835906, 0.0007172771234873551, 9.285913269570062e-05
decided, 0.0016513711795121688, 0.0007515484489594941, 0.0013188643883477174, 0.0010214504596527069
early, 0.0004331465388884377, 0.0006738020576878223, 0.0005553113214095653, 0.0005571547961742037
dinner, 0.0010287230298600396, 0.0009847876227745095, 0.0005784492931349638, 0.0015786052558269105
arriving, 0.0003248599041663283, 0.00031098556508668725, 0.0004396214627825725, 0.00015476522115950104
key, 0.0005414331736105471, 0.00038873195635835906, 0.0007404150952127536, 9.285913269570062e-05
lobby, 0.0017055144968732233, 0.0030061937958379766, 0.002591452833244638, 0.002073853963537314
maids, 0.00021657326944421885, 0.00012957731878611968, 0.00016196580207778987, 0.00018571826539140124
started, 0.0004872898562494924, 0.00018140824630056754, 0.0004396214627825725, 0.00018571826539140124
knocking, 0.00010828663472210943, 2.5915463757223936e-05, 9.25518869015942e-05, 3.0953044231900206e-05
door, 0.0013535829340263678, 0.0018140824630056755, 0.002059279483560471, 0.0009595443711889064
clean, 0.003140312406941173, 0.0038095731723119183, 0.002059279483560471, 0.005385829696350636
disturb, 0.00010828663472210943, 7.774639127167181e-05, 0.00011568985862699276, 6.190608846380041e-05
sign, 0.00035193156284685565, 0.00028507010132946327, 0.00046275943450797103, 0.00012381217692760083
rest, 0.0004331465388884377, 0.00028507010132946327, 0.0004396214627825725, 0.00024762435385520165
wakeup, 0.00010828663472210943, 2.5915463757223936e-05, 9.25518869015942e-05, 3.0953044231900206e-05
downstairs, 0.0002977882454858009, 0.0004664783476300308, 0.0005090353779587681, 0.00021667130962330146
request, 0.0003248599041663283, 0.0004405628838728069, 0.0004858974062333696, 0.00024762435385520165
different, 0.0006497198083326566, 0.0009329566952600616, 0.0007866910386635507, 0.0008047791500294054
terrible, 0.0006767914670131839, 0.00031098556508668725, 0.0008098290103889493, 6.190608846380041e-05
smell, 0.001218224640623731, 0.00015549278254334362, 0.0010643466993683333, 0.00015476522115950104
assigned, 0.00010828663472210943, 0.00015549278254334362, 0.0001851037738031884, 6.190608846380041e-05
employee, 0.0002436449281247462, 0.0003628164926011351, 0.00046275943450797103, 9.285913269570062e-05
condescending, 5.414331736105471e-05, 0.00012957731878611968, 0.00013882783035239131, 3.0953044231900206e-05
sighed, 8.121497604158207e-05, 2.5915463757223936e-05, 6.941391517619566e-05, 3.0953044231900206e-05
eventually, 8.121497604158207e-05, 0.0002332391738150154, 0.00025451768897938407, 3.0953044231900206e-05
enjoy, 0.0008121497604158207, 0.00033690102884391117, 0.0004164834910571739, 0.0007738261057975052
demeanor, 8.121497604158207e-05, 5.183092751444787e-05, 6.941391517619566e-05, 6.190608846380041e-05
encountered, 0.00010828663472210943, 0.00025915463757223935, 0.00020824174552858696, 0.00015476522115950104
fairly, 0.0002436449281247462, 0.00012957731878611968, 0.0003007936324301812, 3.0953044231900206e-05
uneventful, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
taste, 0.0002436449281247462, 0.00015549278254334362, 0.00016196580207778987, 0.00024762435385520165
mouth, 0.00013535829340263677, 7.774639127167181e-05, 0.00013882783035239131, 6.190608846380041e-05
week, 0.0005414331736105471, 0.000803379376473942, 0.0007172771234873551, 0.0006190608846380042
studio, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
suite, 0.001597227862151114, 0.0014771814341617644, 0.0011568985862699275, 0.0020429009193054137
extra, 0.0010016513711795121, 0.0006738020576878223, 0.0009023808972905436, 0.000742873061565605
payment, 8.121497604158207e-05, 5.183092751444787e-05, 9.25518869015942e-05, 3.0953044231900206e-05
absolute, 0.00013535829340263677, 5.183092751444787e-05, 0.00011568985862699276, 6.190608846380041e-05
nightmare, 0.00021657326944421885, 5.183092751444787e-05, 0.00020824174552858696, 3.0953044231900206e-05
listed, 8.121497604158207e-05, 7.774639127167181e-05, 9.25518869015942e-05, 6.190608846380041e-05
oversized, 5.414331736105471e-05, 0.00010366185502889574, 9.25518869015942e-05, 6.190608846380041e-05
nothing, 0.0013535829340263678, 0.0013216886516184208, 0.0019898655683842754, 0.00046429566347850313
sort, 0.00035193156284685565, 0.00018140824630056754, 0.0004164834910571739, 6.190608846380041e-05
weve, 0.00010828663472210943, 0.0002332391738150154, 0.0001851037738031884, 0.00015476522115950104
regular, 0.00016242995208316414, 0.00018140824630056754, 0.00020824174552858696, 0.00012381217692760083
square, 8.121497604158207e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 6.190608846380041e-05
feet, 8.121497604158207e-05, 0.00012957731878611968, 0.00016196580207778987, 3.0953044231900206e-05
smaller, 0.00027071658680527354, 0.00031098556508668725, 0.0003702075476063768, 0.00018571826539140124
believe, 0.0006226481496521292, 0.00031098556508668725, 0.0004858974062333696, 0.0004333426192466029
space, 0.0002436449281247462, 0.0004664783476300308, 0.00034706957588097825, 0.0003714365307828025
closet, 0.00010828663472210943, 0.00028507010132946327, 0.00023137971725398552, 0.00015476522115950104
isnt, 0.00035193156284685565, 0.00028507010132946327, 0.00046275943450797103, 0.00012381217692760083
plan, 0.00037900322152738296, 0.00025915463757223935, 0.00025451768897938407, 0.0004023895750147027
living, 0.00027071658680527354, 0.00025915463757223935, 9.25518869015942e-05, 0.0004952487077104033
sons, 8.121497604158207e-05, 5.183092751444787e-05, 9.25518869015942e-05, 3.0953044231900206e-05
sleeping, 0.00027071658680527354, 0.00015549278254334362, 0.00027765566070478263, 0.00012381217692760083
oldest, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
son, 0.0002977882454858009, 0.00031098556508668725, 0.00027765566070478263, 0.00034048348655090226
slept, 0.0002436449281247462, 0.000414647420115583, 0.00025451768897938407, 0.0004333426192466029
couch, 0.00010828663472210943, 0.0002332391738150154, 0.00016196580207778987, 0.00018571826539140124
woke, 0.0002436449281247462, 0.00033690102884391117, 0.0004164834910571739, 0.00012381217692760083
multiple, 0.00016242995208316414, 0.00015549278254334362, 0.00020824174552858696, 9.285913269570062e-05
times, 0.0007038631256937113, 0.0009588721590172856, 0.0011337606145445291, 0.0004333426192466029
time, 0.0050894718319391425, 0.0034726721434680074, 0.004211110854022536, 0.004333426192466029
complaining, 0.00018950161076369148, 7.774639127167181e-05, 0.00020824174552858696, 3.0953044231900206e-05
bugs, 0.00021657326944421885, 0.0002332391738150154, 0.0003007936324301812, 0.00012381217692760083
moving, 5.414331736105471e-05, 5.183092751444787e-05, 4.62759434507971e-05, 6.190608846380041e-05
umcomfortable, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
sat, 0.0002436449281247462, 0.0002073237100577915, 0.00027765566070478263, 0.00015476522115950104
day, 0.002138661035761661, 0.002954362868323529, 0.002892246465674819, 0.0021048070077692143
rock, 0.0019491594249979695, 0.0010625340140461813, 0.0013188643883477174, 0.0017333704769864117
horrible, 0.00040607488020791033, 0.00018140824630056754, 0.00046275943450797103, 6.190608846380041e-05
minutes, 0.0018950161076369148, 0.0014253505066473165, 0.002568314861519239, 0.0004333426192466029
deliver, 0.00013535829340263677, 0.00015549278254334362, 0.00023137971725398552, 3.0953044231900206e-05
pillow, 0.0006226481496521292, 0.0002332391738150154, 0.0004164834910571739, 0.0004333426192466029
she, 0.0018950161076369148, 0.0017104206079767796, 0.0024526250028922463, 0.0009285913269570063
family, 0.0014889412274290046, 0.0010366185502889574, 0.0010643466993683333, 0.0015166991673631102
never, 0.0023281626465253527, 0.0029284474045663048, 0.003540109673985978, 0.0014238400346674096
highly, 0.0011099380059016216, 0.0009329566952600616, 0.00027765566070478263, 0.0020119478750735137
recommend, 0.0029237391374969546, 0.0019177443180345712, 0.0014345542469747102, 0.003714365307828025
walls, 0.0005143615149300198, 0.0006219711301733745, 0.000879242925565145, 0.00015476522115950104
night, 0.0036276022631906656, 0.004975769041386996, 0.004766422175432101, 0.003714365307828025
party, 0.0004331465388884377, 0.00025915463757223935, 0.0005090353779587681, 0.00012381217692760083
talked, 0.00016242995208316414, 5.183092751444787e-05, 0.00011568985862699276, 9.285913269570062e-05
management, 0.00035193156284685565, 0.0003628164926011351, 0.0006015872648603624, 3.0953044231900206e-05
people, 0.001597227862151114, 0.0018399979267628994, 0.002198107313912862, 0.0010833565481165072
contact, 0.0002436449281247462, 0.0002073237100577915, 0.00025451768897938407, 0.00018571826539140124
thought, 0.0009204363951379301, 0.0007774639127167181, 0.001041208727642935, 0.0005881078404061039
standoffish, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
unpleasant, 0.0002436449281247462, 0.0002073237100577915, 0.0003702075476063768, 3.0953044231900206e-05
cost, 0.00046021819756896507, 0.0005701402026589265, 0.000671001180036558, 0.0003095304423190021
staying, 0.0026800942093722084, 0.0013994350428900926, 0.0022675212290890583, 0.0017024174327545114
affnia, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
extremely, 0.0011099380059016216, 0.0011661958690750772, 0.0008561049538397464, 0.0015166991673631102
avoid, 0.00027071658680527354, 0.00028507010132946327, 0.00046275943450797103, 3.0953044231900206e-05
paid, 0.0006767914670131839, 0.001192111332832301, 0.0012725884448969204, 0.0004952487077104033
nights, 0.0012452962993042584, 0.0020473216368206907, 0.0014808301904255072, 0.0018881356981459126
cheap, 0.00037900322152738296, 0.00038873195635835906, 0.0005090353779587681, 0.00021667130962330146
untidy, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
granted, 0.00010828663472210943, 7.774639127167181e-05, 6.941391517619566e-05, 0.00012381217692760083
ive, 0.0007850781017352933, 0.001140280405317853, 0.000879242925565145, 0.0010833565481165072
similar, 0.00027071658680527354, 0.00015549278254334362, 0.00025451768897938407, 0.00015476522115950104
walked, 0.000839221419096348, 0.0004664783476300308, 0.0005784492931349638, 0.000742873061565605
roomit, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
tiny, 0.00013535829340263677, 0.0005442247389017027, 0.0005553113214095653, 6.190608846380041e-05
patches, 5.414331736105471e-05, 5.183092751444787e-05, 6.941391517619566e-05, 3.0953044231900206e-05
mold, 0.00018950161076369148, 0.0002332391738150154, 0.00034706957588097825, 3.0953044231900206e-05
wall, 0.0002436449281247462, 0.0006738020576878223, 0.0006478632083111595, 0.00021667130962330146
painted, 5.414331736105471e-05, 0.00012957731878611968, 0.00011568985862699276, 6.190608846380041e-05
breakfast, 0.0013265112753458404, 0.0025915463757223934, 0.001642795992503297, 0.002414337450088216
wifi, 0.000839221419096348, 0.0005701402026589265, 0.0009023808972905436, 0.0004333426192466029
connection, 0.00021657326944421885, 0.00012957731878611968, 0.0001851037738031884, 0.00015476522115950104
horrendously, 5.414331736105471e-05, 2.5915463757223936e-05, 4.62759434507971e-05, 3.0953044231900206e-05
want, 0.0014889412274290046, 0.0013735195791328685, 0.0015039681621509058, 0.001330980901971709
spend, 0.0008662930777768754, 0.00028507010132946327, 0.0007635530669381522, 0.0003095304423190021
big, 0.0009204363951379301, 0.0011661958690750772, 0.0007866910386635507, 0.0013928869904355093
buck, 8.121497604158207e-05, 5.183092751444787e-05, 4.62759434507971e-05, 9.285913269570062e-05
